CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,Segment_Level
SU-106652,1268,3,1568,4,5,3,453,Gold
CM-127151,1256,3,1650,4,5,3,453,Gold
BD-17702,1333,2,1775,4,5,3,453,Gold
JL-55052,1436,2,1803,4,5,3,453,Gold
RB-195701,1258,2,1822,4,5,3,453,Gold
EM-42001,1246,2,1922,4,5,3,453,Gold
NP-86701,1321,2,1954,4,5,3,453,Gold
JJ-54451,1294,2,1952,4,5,3,453,Gold
MC-175901,1297,1,2445,4,5,3,453,Gold
TT-112652,1250,3,2433,4,5,3,453,Gold
RM-197502,1304,3,2363,4,5,3,453,Gold
JK-56252,1411,1,2264,4,5,3,453,Gold
AG-103901,1335,2,2228,4,5,3,453,Gold
TB-110552,1419,2,2163,4,5,3,453,Gold
NG-183551,1311,3,2074,4,5,3,453,Gold
NC-183403,1299,3,2063,4,5,3,453,Gold
NF-183853,1377,2,2703,4,5,2,452,Silver
SV-203652,1276,3,2750,4,5,2,452,Silver
PV-89852,1297,2,3235,4,5,2,452,Silver
RB-94652,1382,2,3257,4,5,2,452,Silver
AP-107203,1274,3,2919,4,5,2,452,Silver
SC-106802,1284,2,3835,4,5,2,452,Silver
EM-140652,1274,2,5518,4,5,1,451,Bronze
JW-52201,1281,2,6173,4,5,1,451,Bronze
MG-81451,1376,2,4881,4,5,1,451,Bronze
CM-126552,1422,2,4740,4,5,1,451,Bronze
SA-208302,1263,3,4398,4,5,1,451,Bronze
TZ-215801,1340,3,545,4,4,5,445,Platinum
LS-72301,1369,4,505,4,4,5,445,Platinum
PG-88951,1394,3,482,4,4,5,445,Platinum
SJ-105001,1369,3,454,4,4,5,445,Platinum
TG-116401,1318,3,469,4,4,5,445,Platinum
GM-46951,1354,3,474,4,4,5,445,Platinum
KS-163004,1390,3,89,4,4,5,445,Platinum
HG-49651,1319,3,83,4,4,5,445,Platinum
SR-104251,1408,3,122,4,4,5,445,Platinum
BO-13502,1423,3,140,4,4,5,445,Platinum
FO-43051,1387,3,140,4,4,5,445,Platinum
GA-147253,1432,3,167,4,4,5,445,Platinum
RL-96151,1360,3,169,4,4,5,445,Platinum
JE-54751,1288,3,179,4,4,5,445,Platinum
MT-180703,1359,3,204,4,4,5,445,Platinum
EC-140502,1338,3,231,4,4,5,445,Platinum
SP-106202,1398,3,223,4,4,5,445,Platinum
CA-23101,1431,3,221,4,4,5,445,Platinum
BD-16051,1370,3,208,4,4,5,445,Platinum
AA-3753,1348,3,261,4,4,5,445,Platinum
MP-79652,1291,3,271,4,4,5,445,Platinum
CC-25501,1366,3,321,4,4,5,445,Platinum
LH-170204,1334,4,318,4,4,5,445,Platinum
JK-156401,1327,3,301,4,4,5,445,Platinum
DL-28653,1368,4,321,4,4,5,445,Platinum
TS-113403,1424,3,296,4,4,5,445,Platinum
AS-101353,1330,3,346,4,4,5,445,Platinum
AA-3751,1394,4,365,4,4,5,445,Platinum
JD-57902,1394,3,362,4,4,5,445,Platinum
JK-153254,1382,3,384,4,4,5,445,Platinum
KA-65251,1386,4,407,4,4,5,445,Platinum
LW-172152,1370,4,404,4,4,5,445,Platinum
PO-91953,1353,3,403,4,4,5,445,Platinum
KH-66901,1333,3,405,4,4,5,445,Platinum
SG-208904,1321,3,49,4,4,5,445,Platinum
JD-60602,1292,3,74,4,4,5,445,Platinum
JE-57152,1323,3,74,4,4,5,445,Platinum
AJ-9602,1389,4,556,4,4,4,444,Platinum
MG-76951,1436,3,557,4,4,4,444,Platinum
AA-103752,1412,3,560,4,4,4,444,Platinum
IM-150553,1354,3,564,4,4,4,444,Platinum
DC-28503,1295,3,564,4,4,4,444,Platinum
DK-32252,1345,3,585,4,4,4,444,Platinum
SF-100651,1324,4,585,4,4,4,444,Platinum
PJ-88351,1395,3,581,4,4,4,444,Platinum
KE-64201,1346,3,573,4,4,4,444,Platinum
RS-98702,1418,4,565,4,4,4,444,Platinum
DB-30601,1341,3,631,4,4,4,444,Platinum
SW-203503,1334,4,642,4,4,4,444,Platinum
TS-110851,1314,3,677,4,4,4,444,Platinum
AC-4501,1431,3,670,4,4,4,444,Platinum
TS-110853,1330,4,669,4,4,4,444,Platinum
JK-156252,1413,4,697,4,4,4,444,Platinum
JD-160604,1395,3,696,4,4,4,444,Platinum
AC-104503,1291,3,694,4,4,4,444,Platinum
PF-91201,1395,3,714,4,4,4,444,Platinum
JM-52651,1352,3,708,4,4,4,444,Platinum
MD-73501,1331,3,732,4,4,4,444,Platinum
HM-149804,1342,4,738,4,4,4,444,Platinum
TP-111301,1296,3,748,4,4,4,444,Platinum
PM-91351,1396,4,746,4,4,4,444,Platinum
ME-177252,1369,3,801,4,4,4,444,Platinum
MC-181301,1335,4,790,4,4,4,444,Platinum
ES-40203,1439,4,790,4,4,4,444,Platinum
AS-100453,1314,3,779,4,4,4,444,Platinum
BS-15902,1332,3,784,4,4,4,444,Platinum
NC-85351,1388,3,782,4,4,4,444,Platinum
CC-26101,1439,3,782,4,4,4,444,Platinum
GB-145303,1389,4,755,4,4,4,444,Platinum
DM-35253,1416,3,763,4,4,4,444,Platinum
JS-58802,1394,3,772,4,4,4,444,Platinum
JS-158803,1293,3,858,4,4,4,444,Platinum
BP-11553,1356,4,850,4,4,4,444,Platinum
KB-62401,1412,3,868,4,4,4,444,Platinum
NF-184753,1361,4,839,4,4,4,444,Platinum
MC-72751,1330,3,1324,4,4,4,444,Platinum
JL-51301,1383,4,1313,4,4,4,444,Platinum
SB-201704,1296,3,1348,4,4,4,444,Platinum
BH-17101,1368,3,1333,4,4,4,444,Platinum
KD-164953,1333,4,1336,4,4,4,444,Platinum
CG-125204,1433,3,1148,4,4,4,444,Platinum
GM-145001,1284,3,1161,4,4,4,444,Platinum
LT-171103,1380,3,1163,4,4,4,444,Platinum
CC-123703,1349,4,1122,4,4,4,444,Platinum
NR-185502,1351,4,1116,4,4,4,444,Platinum
GB-145302,1345,3,1204,4,4,4,444,Platinum
JS-159403,1333,4,1243,4,4,4,444,Platinum
KH-66903,1363,3,1241,4,4,4,444,Platinum
LS-172452,1428,3,893,4,4,4,444,Platinum
AC-104204,1327,3,926,4,4,4,444,Platinum
AJ-107953,1284,3,930,4,4,4,444,Platinum
ES-40802,1370,3,965,4,4,4,444,Platinum
ML-77551,1404,4,937,4,4,4,444,Platinum
MD-173502,1434,4,970,4,4,4,444,Platinum
AR-5701,1389,3,970,4,4,4,444,Platinum
GH-44101,1392,4,967,4,4,4,444,Platinum
MK-181604,1335,4,1031,4,4,4,444,Platinum
RP-92702,1381,4,1037,4,4,4,444,Platinum
VT-117002,1296,3,1030,4,4,4,444,Platinum
CD-127901,1342,3,1025,4,4,4,444,Platinum
MS-79802,1373,3,983,4,4,4,444,Platinum
JJ-57602,1363,3,980,4,4,4,444,Platinum
HP-148151,1366,4,1045,4,4,4,444,Platinum
LC-69302,1386,3,1096,4,4,4,444,Platinum
MR-75451,1387,3,1963,4,4,3,443,Gold
CS-21752,1350,3,1960,4,4,3,443,Gold
LS-169751,1345,4,1977,4,4,3,443,Gold
CV-28052,1352,4,2021,4,4,3,443,Gold
KW-65702,1334,4,2028,4,4,3,443,Gold
CJ-120101,1417,4,1948,4,4,3,443,Gold
HR-47701,1383,3,1833,4,4,3,443,Gold
AI-108551,1403,4,1859,4,4,3,443,Gold
SG-106052,1328,3,1849,4,4,3,443,Gold
RR-93152,1327,3,1795,4,4,3,443,Gold
AA-104804,1354,4,1792,4,4,3,443,Gold
DB-136603,1376,3,1758,4,4,3,443,Gold
CS-24601,1433,3,1707,4,4,3,443,Gold
EH-40052,1291,3,1654,4,4,3,443,Gold
JB-54001,1326,3,1666,4,4,3,443,Gold
NS-185051,1389,4,1681,4,4,3,443,Gold
JS-56852,1370,3,1681,4,4,3,443,Gold
BS-17551,1390,4,1675,4,4,3,443,Gold
AG-6752,1365,4,1595,4,4,3,443,Gold
EM-39603,1333,3,1585,4,4,3,443,Gold
AR-103453,1410,4,1607,4,4,3,443,Gold
LP-70801,1338,4,1625,4,4,3,443,Gold
TH-112351,1325,4,1456,4,4,3,443,Gold
KH-66302,1421,4,1456,4,4,3,443,Gold
RB-97053,1342,4,1464,4,4,3,443,Gold
MG-76952,1430,4,1547,4,4,3,443,Gold
ZD-219253,1291,3,1550,4,4,3,443,Gold
LC-168852,1384,4,1506,4,4,3,443,Gold
DC-28501,1410,4,1476,4,4,3,443,Gold
TT-212203,1326,4,2503,4,4,3,443,Gold
RE-194502,1437,4,2495,4,4,3,443,Gold
TR-213253,1347,4,2090,4,4,3,443,Gold
JM-161953,1388,3,2117,4,4,3,443,Gold
TS-115051,1382,3,2116,4,4,3,443,Gold
XP-218652,1339,4,2114,4,4,3,443,Gold
SC-107251,1416,3,2136,4,4,3,443,Gold
EJ-137204,1397,4,2161,4,4,3,443,Gold
CS-125051,1291,3,2179,4,4,3,443,Gold
EN-137804,1382,4,2200,4,4,3,443,Gold
DJ-136303,1419,4,2206,4,4,3,443,Gold
JO-51451,1354,3,2255,4,4,3,443,Gold
BF-110802,1429,4,2303,4,4,3,443,Gold
MR-175453,1295,3,2312,4,4,3,443,Gold
BT-113051,1348,3,2394,4,4,3,443,Gold
TB-213551,1335,3,2568,4,4,2,442,Silver
DO-134352,1382,3,2697,4,4,2,442,Silver
LH-170201,1293,3,2632,4,4,2,442,Silver
YS-218801,1328,4,3547,4,4,2,442,Silver
MC-181302,1370,3,3277,4,4,2,442,Silver
SS-101403,1436,3,3316,4,4,2,442,Silver
BM-116503,1293,3,3497,4,4,2,442,Silver
RW-196301,1416,4,3001,4,4,2,442,Silver
RM-193753,1374,4,4028,4,4,2,442,Silver
MT-80701,1418,3,4827,4,4,1,441,Bronze
CT-119951,1416,4,4812,4,4,1,441,Bronze
VM-216852,1324,4,4589,4,4,1,441,Bronze
AA-104803,1331,4,4704,4,4,1,441,Bronze
RD-196602,1333,4,5345,4,4,1,441,Bronze
MM-72603,1391,3,5177,4,4,1,441,Bronze
BM-111404,1402,4,11791,4,4,1,441,Bronze
KT-64653,1279,4,545,4,3,5,435,Gold
SV-103652,1278,4,496,4,3,5,435,Gold
DL-29252,1250,5,478,4,3,5,435,Gold
RB-193603,1268,5,463,4,3,5,435,Gold
AM-3601,1285,4,435,4,3,5,435,Gold
BD-16201,1311,4,429,4,3,5,435,Gold
RP-192703,1395,5,495,4,3,5,435,Gold
PS-90452,1274,4,489,4,3,5,435,Gold
EJ-137202,1277,4,537,4,3,5,435,Gold
AT-4351,1307,4,540,4,3,5,435,Gold
SC-208003,1297,4,408,4,3,5,435,Gold
BW-11101,1279,4,411,4,3,5,435,Gold
AW-9301,1265,4,413,4,3,5,435,Gold
TB-112803,1251,5,415,4,3,5,435,Gold
ME-73201,1299,4,419,4,3,5,435,Gold
VG-218054,1381,5,427,4,3,5,435,Gold
AR-4052,1317,4,426,4,3,5,435,Gold
CR-27302,1342,5,374,4,3,5,435,Gold
MK-79051,1314,4,347,4,3,5,435,Gold
BM-15752,1292,4,334,4,3,5,435,Gold
GM-46952,1317,4,317,4,3,5,435,Gold
AR-5401,1316,4,325,4,3,5,435,Gold
CL-18901,1409,5,325,4,3,5,435,Gold
FM-42901,1246,4,327,4,3,5,435,Gold
TS-116552,1299,5,278,4,3,5,435,Gold
CM-22352,1251,4,235,4,3,5,435,Gold
FA-42301,1279,5,172,4,3,5,435,Gold
EN-37802,1300,4,557,4,3,4,434,Gold
CR-28202,1293,4,588,4,3,4,434,Gold
LC-69602,1286,4,583,4,3,4,434,Gold
LM-170653,1285,4,628,4,3,4,434,Gold
JE-56101,1270,4,613,4,3,4,434,Gold
BF-11702,1288,4,637,4,3,4,434,Gold
CS-121754,1327,5,844,4,3,4,434,Gold
KH-163602,1269,4,864,4,3,4,434,Gold
EB-37502,1279,5,766,4,3,4,434,Gold
EC-40502,1304,4,765,4,3,4,434,Gold
JB-60001,1312,4,786,4,3,4,434,Gold
TB-212801,1312,4,795,4,3,4,434,Gold
MC-176354,1284,4,795,4,3,4,434,Gold
AY-105551,1305,5,802,4,3,4,434,Gold
RD-196603,1367,5,751,4,3,4,434,Gold
SC-100951,1320,4,717,4,3,4,434,Gold
LW-71252,1297,4,664,4,3,4,434,Gold
TR-213254,1288,5,676,4,3,4,434,Gold
TT-112202,1386,5,681,4,3,4,434,Gold
AC-106604,1377,5,658,4,3,4,434,Gold
SH-106351,1253,4,658,4,3,4,434,Gold
AY-5551,1343,5,660,4,3,4,434,Gold
JB-59252,1391,5,662,4,3,4,434,Gold
DB-133604,1359,5,1081,4,3,4,434,Gold
BD-116353,1258,5,1093,4,3,4,434,Gold
JO-155504,1310,5,1092,4,3,4,434,Gold
CA-123101,1292,5,1091,4,3,4,434,Gold
DR-28801,1360,5,1091,4,3,4,434,Gold
RK-193002,1403,5,1048,4,3,4,434,Gold
VS-218204,1316,4,1057,4,3,4,434,Gold
MG-176503,1246,5,1054,4,3,4,434,Gold
VS-118202,1286,4,1066,4,3,4,434,Gold
KB-62402,1296,4,1077,4,3,4,434,Gold
EH-40051,1291,4,976,4,3,4,434,Gold
JF-153553,1264,4,999,4,3,4,434,Gold
BF-9751,1381,5,1009,4,3,4,434,Gold
DK-28952,1254,4,1039,4,3,4,434,Gold
TS-213404,1321,5,974,4,3,4,434,Gold
RO-197803,1284,5,965,4,3,4,434,Gold
CS-24602,1297,5,964,4,3,4,434,Gold
MG-176953,1293,5,962,4,3,4,434,Gold
JF-152954,1320,5,955,4,3,4,434,Gold
EM-139604,1246,5,934,4,3,4,434,Gold
EB-139304,1256,5,944,4,3,4,434,Gold
DS-30302,1279,4,947,4,3,4,434,Gold
KM-166603,1417,5,909,4,3,4,434,Gold
FC-143352,1279,4,914,4,3,4,434,Gold
RE-194504,1397,5,878,4,3,4,434,Gold
MH-176204,1250,4,1253,4,3,4,434,Gold
JG-153103,1355,5,1234,4,3,4,434,Gold
EJ-37201,1307,5,1204,4,3,4,434,Gold
GP-47402,1246,4,1196,4,3,4,434,Gold
MA-175601,1312,5,1209,4,3,4,434,Gold
MH-181153,1302,4,1208,4,3,4,434,Gold
MS-73651,1319,4,1233,4,3,4,434,Gold
CR-26251,1295,5,1216,4,3,4,434,Gold
DP-133903,1340,5,1141,4,3,4,434,Gold
MT-78152,1271,4,1157,4,3,4,434,Gold
GZ-44703,1373,5,1154,4,3,4,434,Gold
FP-143202,1305,5,1172,4,3,4,434,Gold
EM-39601,1289,4,1171,4,3,4,434,Gold
NM-184452,1246,5,1335,4,3,4,434,Gold
DW-34801,1262,4,1339,4,3,4,434,Gold
RW-196302,1346,5,1349,4,3,4,434,Gold
EK-37952,1307,4,1355,4,3,4,434,Gold
LH-170202,1304,4,1361,4,3,4,434,Gold
MM-172604,1263,4,1315,4,3,4,434,Gold
NP-87001,1286,4,1330,4,3,4,434,Gold
SJ-205004,1348,5,1319,4,3,4,434,Gold
MT-180704,1298,4,1321,4,3,4,434,Gold
LS-69451,1285,5,1321,4,3,4,434,Gold
KH-165103,1320,4,1277,4,3,4,434,Gold
BW-11103,1352,5,1268,4,3,4,434,Gold
GB-45751,1304,4,1372,4,3,3,433,Gold
PK-189101,1304,4,1397,4,3,3,433,Gold
TB-215954,1380,5,1387,4,3,3,433,Gold
KL-65551,1300,4,1401,4,3,3,433,Gold
ZD-219254,1297,5,1494,4,3,3,433,Gold
RB-197952,1287,5,1486,4,3,3,433,Gold
GH-144853,1299,5,1509,4,3,3,433,Gold
BV-112454,1429,5,1522,4,3,3,433,Gold
RH-195102,1255,5,1519,4,3,3,433,Gold
SS-208753,1260,5,1559,4,3,3,433,Gold
RS-198701,1285,4,1460,4,3,3,433,Gold
VS-218202,1330,5,1462,4,3,3,433,Gold
BE-114553,1279,5,1464,4,3,3,433,Gold
MG-76802,1283,4,1421,4,3,3,433,Gold
MM-180553,1299,5,1619,4,3,3,433,Gold
AH-105852,1278,5,1615,4,3,3,433,Gold
TS-116102,1270,4,1614,4,3,3,433,Gold
GB-145751,1250,5,1609,4,3,3,433,Gold
BF-110803,1253,5,1583,4,3,3,433,Gold
PH-87902,1279,4,1570,4,3,3,433,Gold
HG-149652,1374,5,1695,4,3,3,433,Gold
CS-118453,1269,5,1689,4,3,3,433,Gold
BF-110203,1283,5,1668,4,3,3,433,Gold
AG-102702,1291,4,1663,4,3,3,433,Gold
BW-110652,1275,5,1640,4,3,3,433,Gold
DB-134054,1282,4,1712,4,3,3,433,Gold
NW-184002,1276,4,1720,4,3,3,433,Gold
EL-37352,1296,5,1718,4,3,3,433,Gold
TC-215352,1300,5,1763,4,3,3,433,Gold
LW-172153,1338,5,1789,4,3,3,433,Gold
DL-133151,1319,4,1850,4,3,3,433,Gold
EB-138403,1290,5,1856,4,3,3,433,Gold
NC-186254,1299,5,1822,4,3,3,433,Gold
CA-123103,1375,5,1920,4,3,3,433,Gold
ML-174102,1260,5,1924,4,3,3,433,Gold
PB-88053,1437,5,1913,4,3,3,433,Gold
JB-60451,1299,4,2058,4,3,3,433,Gold
CM-126553,1279,5,2041,4,3,3,433,Gold
ES-140802,1282,5,2036,4,3,3,433,Gold
DK-33753,1401,5,2022,4,3,3,433,Gold
AG-2701,1258,5,1997,4,3,3,433,Gold
SB-102901,1286,5,1976,4,3,3,433,Gold
PO-191803,1317,4,1967,4,3,3,433,Gold
SC-107703,1279,5,1953,4,3,3,433,Gold
AH-104654,1325,5,2495,4,3,3,433,Gold
TH-212351,1289,5,2484,4,3,3,433,Gold
SJ-201253,1304,5,2515,4,3,3,433,Gold
GZ-145454,1252,4,2454,4,3,3,433,Gold
NC-183404,1319,5,2461,4,3,3,433,Gold
NK-84901,1301,4,2393,4,3,3,433,Gold
SV-209353,1321,5,2406,4,3,3,433,Gold
TH-211004,1439,5,2423,4,3,3,433,Gold
RR-193152,1276,5,2372,4,3,3,433,Gold
NR-185504,1305,5,2368,4,3,3,433,Gold
KM-167202,1437,5,2368,4,3,3,433,Gold
JK-153252,1285,5,2375,4,3,3,433,Gold
FM-143801,1333,5,2301,4,3,3,433,Gold
NC-184152,1284,4,2335,4,3,3,433,Gold
RL-96152,1362,5,2251,4,3,3,433,Gold
KD-166154,1384,5,2245,4,3,3,433,Gold
FH-143504,1307,4,2273,4,3,3,433,Gold
BF-10201,1254,5,2217,4,3,3,433,Gold
CR-125802,1249,5,2143,4,3,3,433,Gold
AG-104953,1295,4,2110,4,3,3,433,Gold
CS-124001,1316,4,2117,4,3,3,433,Gold
TS-214304,1267,5,2054,4,3,3,433,Gold
HL-150402,1298,4,2071,4,3,3,433,Gold
BT-113054,1431,5,2568,4,3,2,432,Silver
FC-142453,1293,4,2566,4,3,2,432,Silver
TZ-214452,1316,4,2565,4,3,2,432,Silver
AG-102704,1373,5,2584,4,3,2,432,Silver
JM-158653,1277,5,2613,4,3,2,432,Silver
HR-47703,1282,4,2620,4,3,2,432,Silver
ND-184603,1257,5,2663,4,3,2,432,Silver
NF-185951,1314,4,2661,4,3,2,432,Silver
IM-150701,1307,5,2706,4,3,2,432,Silver
CC-124752,1286,5,2705,4,3,2,432,Silver
CL-25651,1300,4,2713,4,3,2,432,Silver
ER-138551,1391,5,2687,4,3,2,432,Silver
JR-156703,1328,5,2753,4,3,2,432,Silver
ML-180401,1416,5,2753,4,3,2,432,Silver
EH-141253,1324,5,2760,4,3,2,432,Silver
CV-122954,1349,5,2832,4,3,2,432,Silver
XP-218653,1334,5,2996,4,3,2,432,Silver
RS-197651,1262,5,3052,4,3,2,432,Silver
RA-192853,1433,5,2964,4,3,2,432,Silver
JW-160753,1355,5,2959,4,3,2,432,Silver
FW-143952,1395,5,2878,4,3,2,432,Silver
JE-154751,1295,5,2873,4,3,2,432,Silver
SM-200053,1334,5,2868,4,3,2,432,Silver
CK-23252,1291,4,2867,4,3,2,432,Silver
DB-129703,1336,5,2840,4,3,2,432,Silver
EH-139452,1285,4,3265,4,3,2,432,Silver
EM-140951,1288,4,3189,4,3,2,432,Silver
PK-190751,1270,5,3098,4,3,2,432,Silver
TG-213104,1432,5,3059,4,3,2,432,Silver
EB-141101,1376,5,3471,4,3,2,432,Silver
CB-120251,1271,5,3393,4,3,2,432,Silver
DW-134802,1279,4,3412,4,3,2,432,Silver
KL-166451,1262,5,3364,4,3,2,432,Silver
TS-216554,1333,5,3368,4,3,2,432,Silver
AB-100602,1321,5,3345,4,3,2,432,Silver
CM-121603,1260,5,3840,4,3,2,432,Silver
DV-134651,1289,5,3861,4,3,2,432,Silver
EH-137652,1268,5,3774,4,3,2,432,Silver
CH-20702,1401,5,4018,4,3,2,432,Silver
GT-146351,1381,5,4010,4,3,2,432,Silver
AB-2551,1269,5,4083,4,3,2,432,Silver
MS-179801,1416,5,4091,4,3,2,432,Silver
BS-16652,1247,4,4088,4,3,2,432,Silver
AC-104201,1314,5,4086,4,3,2,432,Silver
MB-73051,1296,4,4215,4,3,2,432,Silver
AG-103301,1267,5,4208,4,3,2,432,Silver
LS-169451,1315,4,4275,4,3,1,431,Bronze
JF-154151,1300,5,4409,4,3,1,431,Bronze
GH-144851,1384,5,4446,4,3,1,431,Bronze
GR-45601,1248,4,4473,4,3,1,431,Bronze
FG-142601,1304,5,5148,4,3,1,431,Bronze
SB-202901,1263,5,5101,4,3,1,431,Bronze
BD-16352,1419,5,5095,4,3,1,431,Bronze
PB-92102,1402,5,5031,4,3,1,431,Bronze
DK-128352,1272,5,4960,4,3,1,431,Bronze
RA-198851,1430,5,5363,4,3,1,431,Bronze
KD-163451,1304,4,5411,4,3,1,431,Bronze
DW-134804,1312,5,5272,4,3,1,431,Bronze
GM-146952,1291,5,4693,4,3,1,431,Bronze
BS-118001,1314,5,4711,4,3,1,431,Bronze
RP-93901,1365,5,4862,4,3,1,431,Bronze
MB-173051,1285,4,7524,4,3,1,431,Bronze
EM-138101,1367,5,7229,4,3,1,431,Bronze
NK-184901,1310,5,6215,4,3,1,431,Bronze
VS-218201,1255,4,6801,4,3,1,431,Bronze
AA-103154,1279,5,5565,4,3,1,431,Bronze
TZ-215802,1382,5,5783,4,3,1,431,Bronze
JS-155951,1253,4,5975,4,3,1,431,Bronze
LR-169151,1338,5,6098,4,3,1,431,Bronze
AZ-107503,1321,4,5989,4,3,1,431,Bronze
CS-118604,1257,6,538,4,2,5,425,Silver
JH-158204,1269,6,529,4,2,5,425,Silver
SC-204401,1298,7,332,4,2,5,425,Silver
AS-102404,1287,7,586,4,2,4,424,Silver
NC-185352,1398,7,565,4,2,4,424,Silver
BD-117704,1422,6,658,4,2,4,424,Silver
AG-6751,1268,6,774,4,2,4,424,Silver
VM-218351,1298,7,851,4,2,4,424,Silver
VG-217904,1249,6,846,4,2,4,424,Silver
MS-77102,1376,6,1366,4,2,4,424,Silver
SP-205454,1422,6,1306,4,2,4,424,Silver
CR-126252,1291,6,1164,4,2,4,424,Silver
SG-206052,1265,7,1134,4,2,4,424,Silver
DW-135854,1337,7,1205,4,2,4,424,Silver
NP-187003,1288,6,1238,4,2,4,424,Silver
SL-101553,1261,6,906,4,2,4,424,Silver
AB-102552,1351,6,949,4,2,4,424,Silver
Dl-36001,1284,6,993,4,2,4,424,Silver
KS-163003,1401,6,984,4,2,4,424,Silver
JE-154754,1288,6,1388,4,2,3,423,Silver
HA-149202,1246,6,1371,4,2,3,423,Silver
LS-172303,1285,6,1949,4,2,3,423,Silver
SC-203803,1304,7,1990,4,2,3,423,Silver
BT-114402,1412,6,2016,4,2,3,423,Silver
DO-136453,1325,6,1947,4,2,3,423,Silver
CK-27602,1397,7,1937,4,2,3,423,Silver
SJ-101253,1389,6,1887,4,2,3,423,Silver
DR-128802,1291,7,1894,4,2,3,423,Silver
RO-197802,1395,7,1842,4,2,3,423,Silver
JE-57452,1289,6,1776,4,2,3,423,Silver
TR-213252,1265,6,1812,4,2,3,423,Silver
HG-48451,1270,6,1765,4,2,3,423,Silver
JS-156852,1287,7,1746,4,2,3,423,Silver
BE-114554,1349,6,1728,4,2,3,423,Silver
BW-112004,1298,6,1738,4,2,3,423,Silver
LC-68851,1304,7,1711,4,2,3,423,Silver
RB-196452,1415,6,1580,4,2,3,423,Silver
DH-30751,1254,6,1587,4,2,3,423,Silver
AJ-7801,1306,7,1608,4,2,3,423,Silver
AZ-107504,1255,6,1624,4,2,3,423,Silver
BD-117252,1284,6,1418,4,2,3,423,Silver
AD-101803,1426,6,1541,4,2,3,423,Silver
SV-203653,1285,7,1537,4,2,3,423,Silver
SL-101551,1261,7,1516,4,2,3,423,Silver
CM-127153,1328,6,1513,4,2,3,423,Silver
JG-158054,1318,6,1507,4,2,3,423,Silver
AH-1953,1373,6,2483,4,2,3,423,Silver
MA-179954,1281,6,2453,4,2,3,423,Silver
AP-109153,1412,7,2070,4,2,3,423,Silver
AS-2851,1317,7,2059,4,2,3,423,Silver
MP-181753,1361,6,2096,4,2,3,423,Silver
EM-140653,1304,6,2097,4,2,3,423,Silver
FM-142153,1349,7,2078,4,2,3,423,Silver
DS-130302,1372,6,2082,4,2,3,423,Silver
DN-136904,1312,7,2139,4,2,3,423,Silver
AC-106602,1246,6,2234,4,2,3,423,Silver
JO-152803,1305,7,2234,4,2,3,423,Silver
VP-217302,1249,7,2182,4,2,3,423,Silver
SM-209052,1346,7,2184,4,2,3,423,Silver
RD-99301,1256,6,2183,4,2,3,423,Silver
BT-113954,1397,6,2188,4,2,3,423,Silver
AJ-107952,1248,6,2249,4,2,3,423,Silver
JC-161051,1250,6,2239,4,2,3,423,Silver
HG-150252,1438,6,2326,4,2,3,423,Silver
LS-172302,1305,6,2369,4,2,3,423,Silver
DW-134803,1307,7,2340,4,2,3,423,Silver
NP-183253,1248,6,2382,4,2,3,423,Silver
MH-174551,1274,6,2602,4,2,2,422,Silver
CA-122653,1278,7,2601,4,2,2,422,Silver
Co-126403,1387,6,2607,4,2,2,422,Silver
SE-201101,1438,7,2606,4,2,2,422,Silver
MC-176352,1415,7,2615,4,2,2,422,Silver
MZ-175154,1377,6,2565,4,2,2,422,Silver
DM-135251,1418,6,2553,4,2,2,422,Silver
PF-191654,1291,6,2770,4,2,2,422,Silver
RA-92851,1349,7,2760,4,2,2,422,Silver
TD-209952,1375,6,2730,4,2,2,422,Silver
SM-200052,1326,7,2741,4,2,2,422,Silver
LL-168404,1344,6,2740,4,2,2,422,Silver
NH-186104,1284,7,2673,4,2,2,422,Silver
CM-121602,1362,7,2667,4,2,2,422,Silver
JL-158353,1286,6,2707,4,2,2,422,Silver
CW-119051,1291,6,2652,4,2,2,422,Silver
JL-51303,1292,7,3787,4,2,2,422,Silver
BD-116051,1361,6,3719,4,2,2,422,Silver
EH-141852,1318,6,3744,4,2,2,422,Silver
JE-157451,1284,7,3743,4,2,2,422,Silver
YS-218802,1292,6,3864,4,2,2,422,Silver
BD-117702,1292,7,3543,4,2,2,422,Silver
SC-200951,1307,6,3523,4,2,2,422,Silver
NK-184903,1332,6,3592,4,2,2,422,Silver
LS-172451,1319,7,3639,4,2,2,422,Silver
JM-152653,1277,7,3318,4,2,2,422,Silver
RR-195254,1265,6,3301,4,2,2,422,Silver
BM-116502,1249,7,3296,4,2,2,422,Silver
JF-51902,1422,6,3383,4,2,2,422,Silver
LH-169003,1271,7,3384,4,2,2,422,Silver
TB-216252,1337,6,3478,4,2,2,422,Silver
AG-104951,1262,6,3451,4,2,2,422,Silver
RR-195251,1422,6,3504,4,2,2,422,Silver
AH-100753,1325,6,3044,4,2,2,422,Silver
GM-146804,1247,6,3164,4,2,2,422,Silver
JP-154602,1405,7,3163,4,2,2,422,Silver
NG-183553,1282,7,3188,4,2,2,422,Silver
CP-120853,1271,7,3262,4,2,2,422,Silver
KC-166753,1394,7,3272,4,2,2,422,Silver
LS-169454,1273,6,2845,4,2,2,422,Silver
JE-161651,1254,7,2865,4,2,2,422,Silver
